EraID,EraNarrative,EventID,EventNarrative,EventTag,OptionID,OptionText,OptionTag,PositiveOutcomeText,NegativeOutcomeText,PositivePS_Change,NegativePS_Change,PositiveStable_Change,NegativeStable_Change
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E8,"Signs of increased activity from a neighbouring tribe appeared near <CityName>’s hunting grounds. Their presence threatened to strain vital food sources, but the situation had not yet escalated into open conflict.",Negative,O2,prepared a ceremonial hunt to demonstrate strength without hostility.,Unique,"Your hunters displayed mastery and discipline, impressed the neighbouring tribe. Respect replaced tension, and both sides agreed to avoid future disputes.","The display backfired as rival hunters interpreted it as a challenge. Clashes break out at the territory edge, fuelled anger and escalated the conflict.",+9,-7,2,-2
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E8,"Signs of increased activity from a neighbouring tribe appeared near <CityName>’s hunting grounds. Their presence threatened to strain vital food sources, but the situation had not yet escalated into open conflict.",Negative,O3,had the shamans mediate through shared spiritual rites with the rival tribe.,Unique,"The shamans entered a trance-like communion, emerged with signs interpreted as mutual favour. Spiritual harmony spread, eased tensions between tribes.","The rival tribe accused your shamans of manipulation. Spiritual distrust hardened positions, made negotiation far more difficult in the future.",+8,-7,3,-3
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E8,"Signs of increased activity from a neighbouring tribe appeared near <CityName>’s hunting grounds. Their presence threatened to strain vital food sources, but the situation had not yet escalated into open conflict.",Negative,O4,strengthened the border patrols around <CityName> to discourage further encroachment.,Unique,"The patrols operated with discipline, avoiding provocation while clearly protecting your land. The rival tribe backed off, respected your tribe’s vigilance.","A misinterpreted gesture or accidental encounter sparked violence along the border. The neighbouring tribe mobilised, transformed the tension into open threat.",+11,-9,4,-4
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E8,"Signs of increased activity from a neighbouring tribe appeared near <CityName>’s hunting grounds. Their presence threatened to strain vital food sources, but the situation had not yet escalated into open conflict.",Negative,O5,invited the rival tribe to a shared competition of skill and endurance.,Unique,The competition became a celebration of strength rather than hostility. Laughter broke through rivalry as participants recognised shared values of courage and honour.,"The contests turned aggressive as tempers flared. Accusations of cheating spread rapidly, deepening resentment and worsened relations.",+7,-6,5,-5
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E9,"Disputes among the tribemates of <CityName> began to intensify, rooted in unresolved grievances and clashing priorities. While unrest simmered beneath the surface, the path forward still depended on guidance and dialogue.",Negative,O1,hosted a mediation circle where clan leaders of <CityName> spoke openly.,Unique,"Leaders gathered around the central fire, voicing frustrations and misunderstandings. Through patient dialogue, they rediscovered shared goals and agreed to renewed cooperation.","Discussions escalated into shouting as old grudges resurfaced. The circle dissolved in hostility, worsening the divide and deepening mistrust.",+10,-8,1,-1
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E9,"Disputes among the tribemates of <CityName> began to intensify, rooted in unresolved grievances and clashing priorities. While unrest simmered beneath the surface, the path forward still depended on guidance and dialogue.",Negative,O2,proposed a labour-sharing project that required the clans to work together.,Unique,"Building shelters, digging pits, and crafting tools side by side helped the clans reconnect. Cooperation rekindled a sense of unity as shared labour mended emotional fractures.","Clans disagreed over workload and credit. Accusations of laziness or sabotage emerged, turning the project into a battleground of resentment.",+9,-7,2,-2
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E9,"Disputes among the tribemates of <CityName> began to intensify, rooted in unresolved grievances and clashing priorities. While unrest simmered beneath the surface, the path forward still depended on guidance and dialogue.",Negative,O3,held a symbolic offering ceremony between clans to appease the ancestral spirits.,Unique,"Clans joined in sacred rituals, offering carvings, herbs, and crafted items. The shared spiritual moment softened hearts and reminded them of their ancient common roots.","Some clans dismissed the ceremony as meaningless, sparking further disagreement. Participation became a point of pride or defiance, worsening the internal divide.",+8,-7,3,-3
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E9,"Disputes among the tribemates of <CityName> began to intensify, rooted in unresolved grievances and clashing priorities. While unrest simmered beneath the surface, the path forward still depended on guidance and dialogue.",Negative,O4,assigned neutral elders to judge the disputes impartially.,Unique,"Respected elders carefully reviewed grievances, delivering fair rulings accepted by most. Their wisdom calmed the situation and restored a sense of justice.","Clans claimed the elders favoured certain families and rejected their judgments. The authority of the elders weakened, intensifying the conflict instead of resolving it.",+11,-9,4,-4
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E9,"Disputes among the tribemates of <CityName> began to intensify, rooted in unresolved grievances and clashing priorities. While unrest simmered beneath the surface, the path forward still depended on guidance and dialogue.",Negative,O5,encouraged a communal feast where clans shared food and stories.,Unique,"A communal feast rekindled bonds as clans traded stories and songs. Laughter replaced bitterness, reminding everyone of the ties that bound the tribe together.",Arguments erupted over food distribution or seating arrangements. What was meant as reconciliation became another flashpoint for division.,+7,-6,5,-5
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E10,"Rumours of a strange illness circulated throughout <CityName>, leaving several tribemate weakened and anxious. Though the spread remained limited, uncertainty and fear threatened to unsettle daily life.",Negative,O1,isolated the sick in a separate camp to prevent further spread.,Unique,"The quarantine slows the illness as healers tend to the afflicted with herbs and rituals. Fear remains, but the tribe sees hope in the controlled spread.","Families protest the separation, sneaking into the isolation camp and undermining containment. The sickness spreads faster than before, creating panic.",+10,-8,1,-1
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E10,"Rumours of a strange illness circulated throughout <CityName>, leaving several tribemate weakened and anxious. Though the spread remained limited, uncertainty and fear threatened to unsettle daily life.",Negative,O2,sent runners from <CityName> to neighbouring tribes in search of herbal remedies.,Unique,"The runners return with rare herbs and knowledge of treatments. Healers incorporate these remedies quickly, slowing the disease and restoring hope.","The neighbouring tribes refused to help or provide incorrect knowledge. The remedies fail, wasting time and resources as the sickness worsens.",+9,-7,2,-2
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E10,"Rumours of a strange illness circulated throughout <CityName>, leaving several tribemate weakened and anxious. Though the spread remained limited, uncertainty and fear threatened to unsettle daily life.",Negative,O3,"performed a grand cleansing ritual using smoke, ash, and sacred chants.",Unique,"The ritual lifted the tribe’s spirits and reduced fear. Whether through belief or coincidence, symptoms ease slightly, and morale strengthens.","The ritual fails to show any effect. Some accuse the shamans of incompetence, while others blame specific clans for angering the spirits, intensifying social strain.",+8,-7,3,-3
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E10,"Rumours of a strange illness circulated throughout <CityName>, leaving several tribemate weakened and anxious. Though the spread remained limited, uncertainty and fear threatened to unsettle daily life.",Negative,O4,increased hunting and gathering efforts to support the weakened population.,Unique,Healthy hunters and gatherers push themselves to provide for all. Their efforts sustain the tribe through the worst days of the outbreak.,"The intensified work led to exhaustion and injuries. With fewer capable hunters, food shortages worsen, compounding the crisis.",+11,-9,4,-4
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E10,"Rumours of a strange illness circulated throughout <CityName>, leaving several tribemate weakened and anxious. Though the spread remained limited, uncertainty and fear threatened to unsettle daily life.",Negative,O5,designated a sacred healing area healers could tend to the sick.,Unique,"The healing area became a place of focused care and disciplined treatment. Healers innovate new methods, gradually stabilising the afflicted.","Restrictions frustrated families barred from visiting loved ones. Anger builds toward the healers, disrupting treatment and fracturing community trust.",+7,-6,5,-5
