EraID,EraNarrative,EventID,EventNarrative,EventTag,OptionID,OptionText,OptionTag,PositiveOutcomeText,NegativeOutcomeText,PositivePS_Change,NegativePS_Change,PositiveStable_Change,NegativeStable_Change
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E8,"Signs of increased activity from a neighbouring tribe appeared near <CityName>’s hunting grounds. Their presence threatened to strain vital food sources, but the situation had not yet escalated into open conflict.",Negative,O4,strengthened the border patrols around <CityName> to discourage further encroachment.,Unique,"The patrols operate with discipline, avoiding provocation while clearly protecting your land. The rival tribe backs off, respecting your tribe’s vigilance.","A misinterpreted gesture or accidental encounter sparks violence along the border. The neighbouring tribe mobilises, transforming the tension into open threat.",+11,-9,4,-4
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E8,"Signs of increased activity from a neighbouring tribe appeared near <CityName>’s hunting grounds. Their presence threatened to strain vital food sources, but the situation had not yet escalated into open conflict.",Negative,O5,invited the rival tribe to a shared competition of skill and endurance.,Unique,The competition becomes a celebration of strength rather than hostility. Laughter breaks through rivalry as participants recognise shared values of courage and honour.,"The contests turn aggressive as tempers flare. Accusations of cheating spread rapidly, deepening resentment and worsening relations.",+7,-6,5,-5
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E9,"Disputes among the people of <CityName> began to intensify, rooted in unresolved grievances and clashing priorities. While unrest simmered beneath the surface, the path forward still depended on guidance and dialogue.",Negative,O1,hosted a mediation circle where clan leaders of <CityName> spoke openly.,Unique,"Leaders gather around the central fire, voicing frustrations and misunderstandings. Through patient dialogue, they rediscover shared goals and agree to renewed cooperation.","Discussions escalate into shouting as old grudges resurface. The circle dissolves in hostility, worsening the divide and deepening mistrust.",+10,-8,1,-1
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E9,"Disputes among the people of <CityName> began to intensify, rooted in unresolved grievances and clashing priorities. While unrest simmered beneath the surface, the path forward still depended on guidance and dialogue.",Negative,O2,proposed a labour-sharing project that required the clans to work together.,Unique,"Building shelters, digging pits, or crafting tools side by side helps clans reconnect. Cooperation rekindles a sense of unity as shared labour mends emotional fractures.","Clans disagree over workload and credit. Accusations of laziness or sabotage emerge, transforming the project into a battleground of resentment.",+9,-7,2,-2
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E9,"Disputes among the people of <CityName> began to intensify, rooted in unresolved grievances and clashing priorities. While unrest simmered beneath the surface, the path forward still depended on guidance and dialogue.",Negative,O3,held a symbolic offering ceremony between clans to appease the ancestral spirits.,Unique,"Clans join in sacred rituals, offering carvings, herbs, and crafted items. The shared spiritual moment softens hearts and reminds them of their ancient common roots.","Some clans dismiss the ceremony as meaningless, sparking further disagreement. Participation becomes a point of pride or defiance, worsening the internal divide.",+8,-7,3,-3
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E9,"Disputes among the people of <CityName> began to intensify, rooted in unresolved grievances and clashing priorities. While unrest simmered beneath the surface, the path forward still depended on guidance and dialogue.",Negative,O4,assigned neutral elders to judge the disputes impartially.,Unique,"Respected elders carefully review grievances, delivering fair rulings accepted by most. Their wisdom calms the situation and restores a sense of justice.","Clans claim the elders favour certain families, rejecting their judgments. The authority of the elders weakens, intensifying the conflict instead of resolving it.",+11,-9,4,-4
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E9,"Disputes among the people of <CityName> began to intensify, rooted in unresolved grievances and clashing priorities. While unrest simmered beneath the surface, the path forward still depended on guidance and dialogue.",Negative,O5,encouraged a communal feast where clans shared food and stories.,Unique,"A communal feast rekindles bonds as clans trade stories and songs. Laughter replaces bitterness, reminding everyone of the ties that bind the tribe together.",Arguments erupt over food distribution or seating arrangements. What was meant as reconciliation becomes another flashpoint for division.,+7,-6,5,-5
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E10,"Rumours of a strange illness circulated throughout <CityName>, leaving several residents weakened and anxious. Though the spread remained limited, uncertainty and fear threatened to unsettle daily life.",Negative,O1,isolated the sick in a separate camp to prevent further spread.,Unique,"The quarantine slows the illness as healers tend to the afflicted with herbs and rituals. Fear remains, but the tribe sees hope in the controlled spread.","Families protest the separation, sneaking into the isolation camp and undermining containment. The sickness spreads faster than before, creating panic.",+10,-8,1,-1
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E10,"Rumours of a strange illness circulated throughout <CityName>, leaving several residents weakened and anxious. Though the spread remained limited, uncertainty and fear threatened to unsettle daily life.",Negative,O2,sent runners from <CityName> to neighbouring tribes in search of herbal remedies.,Unique,"The runners return with rare herbs and knowledge of treatments. Healers incorporate these remedies quickly, slowing the disease and restoring hope.","The neighbouring tribes refuse help or provide incorrect knowledge. The remedies fail, wasting time and resources as the sickness worsens.",+9,-7,2,-2
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E10,"Rumours of a strange illness circulated throughout <CityName>, leaving several residents weakened and anxious. Though the spread remained limited, uncertainty and fear threatened to unsettle daily life.",Negative,O3,"performed a grand cleansing ritual using smoke, ash, and sacred chants.",Unique,"The ritual lifts the tribe’s spirits and reduces fear. Whether through belief or coincidence, symptoms ease slightly, and morale strengthens.","The ritual fails to show any effect. Some accuse the shamans of incompetence, while others blame specific clans for angering the spirits, intensifying social strain.",+8,-7,3,-3
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E10,"Rumours of a strange illness circulated throughout <CityName>, leaving several residents weakened and anxious. Though the spread remained limited, uncertainty and fear threatened to unsettle daily life.",Negative,O4,increased hunting and gathering efforts to support the weakened population.,Unique,"Healthy hunters and gatherers push themselves to provide for all. Their efforts sustain the tribe through the worst days of the outbreak, preventing starvation.","The intensified work leads to exhaustion and injuries. With fewer capable hunters, food shortages worsen, compounding the crisis.",+11,-9,4,-4
Stone-Bronze,"<CityName> began as a small community surviving through simple tools, shared labour, and ancestral guidance. Basic farming, early metalwork, and cautious exploration support daily life, but resources remained limited. Every choice shaped whether <CityName> could grow into a stable settlement or struggled against scarcity, conflict, and the uncertainties of early development.",E10,"Rumours of a strange illness circulated throughout <CityName>, leaving several residents weakened and anxious. Though the spread remained limited, uncertainty and fear threatened to unsettle daily life.",Negative,O5,designated a sacred healing area healers could tend to the sick.,Unique,"The healing area becomes a place of focused care and disciplined treatment. Healers innovate new methods, gradually stabilising the afflicted.","Restrictions frustrate families barred from visiting loved ones. Anger builds toward the healers, disrupting treatment and fracturing community trust.",+7,-6,5,-5
