EraID,EraNarrative,EventID,EventNarrative,EventDifficulty,OptionID,OptionText,OptionTag,PositiveOutcomeText,PositivePS_Change,NegativeOutcomeText,NegativePS_Change
Classical,"Your civilisation enters the Classical Era—a time of philosophy, structured governance, expanding borders, and flourishing culture.",E7,FOREIGN RELATIONS INCIDENT - Diplomatic tensions rise with external powers.,Variable,O4,Redirect national resources to aggressively solve the problem.,Generic,State resources bolster defensive readiness.,8,Aggressive posture provokes external hostility.,-10
Classical,"Your civilisation enters the Classical Era—a time of philosophy, structured governance, expanding borders, and flourishing culture.",E7,FOREIGN RELATIONS INCIDENT - Diplomatic tensions rise with external powers.,Variable,O5,Allow local communities autonomy to handle the situation.,Generic,Local negotiations reduce political pressure.,7,Mixed signals confuse allies and rivals.,-6
Classical,"Your civilisation enters the Classical Era—a time of philosophy, structured governance, expanding borders, and flourishing culture.",E8,POPULATION SURGE - Rapid growth strains urban infrastructure.,Variable,O1,Invest in widespread infrastructure improvements.,Generic,"Expanded sewage, housing, and roads support urban growth.",10,Overcrowding collapses unstable structures.,-8
Classical,"Your civilisation enters the Classical Era—a time of philosophy, structured governance, expanding borders, and flourishing culture.",E8,POPULATION SURGE - Rapid growth strains urban infrastructure.,Variable,O2,Open dialogue with affected groups to address concerns.,Generic,Public forums establish fair resource distribution.,9,Forums devolve into chaotic demands.,-7
Classical,"Your civilisation enters the Classical Era—a time of philosophy, structured governance, expanding borders, and flourishing culture.",E8,POPULATION SURGE - Rapid growth strains urban infrastructure.,Variable,O3,Deploy specialised teams to analyse and mitigate the issue.,Generic,Architects identify areas for expansion.,11,Design flaws cause dangerous urban bottlenecks.,-9
Classical,"Your civilisation enters the Classical Era—a time of philosophy, structured governance, expanding borders, and flourishing culture.",E8,POPULATION SURGE - Rapid growth strains urban infrastructure.,Variable,O4,Redirect national resources to aggressively solve the problem.,Generic,State-driven construction rapidly alleviates strain.,8,Unfinished projects drain coffers and stall.,-10
Classical,"Your civilisation enters the Classical Era—a time of philosophy, structured governance, expanding borders, and flourishing culture.",E8,POPULATION SURGE - Rapid growth strains urban infrastructure.,Variable,O5,Allow local communities autonomy to handle the situation.,Generic,Local councils handle population strain effectively.,7,Neighbouring regions accuse each other of hoarding space.,-6
Classical,"Your civilisation enters the Classical Era—a time of philosophy, structured governance, expanding borders, and flourishing culture.",E9,PUBLIC HEALTH CHALLENGE - Disease spreads through dense urban centres.,Variable,O1,Invest in widespread infrastructure improvements.,Generic,Restored sanitation systems slow disease.,10,Sewage failures accelerate infection spread.,-8
Classical,"Your civilisation enters the Classical Era—a time of philosophy, structured governance, expanding borders, and flourishing culture.",E9,PUBLIC HEALTH CHALLENGE - Disease spreads through dense urban centres.,Variable,O2,Open dialogue with affected groups to address concerns.,Generic,Physicians standardise treatments.,9,"Doctors clash over methods, confusing the public.",-7
Classical,"Your civilisation enters the Classical Era—a time of philosophy, structured governance, expanding borders, and flourishing culture.",E9,PUBLIC HEALTH CHALLENGE - Disease spreads through dense urban centres.,Variable,O3,Deploy specialised teams to analyse and mitigate the issue.,Generic,Scholars catalogue remedies scientifically.,11,Misidentified herbs cause complications.,-9
Classical,"Your civilisation enters the Classical Era—a time of philosophy, structured governance, expanding borders, and flourishing culture.",E9,PUBLIC HEALTH CHALLENGE - Disease spreads through dense urban centres.,Variable,O4,Redirect national resources to aggressively solve the problem.,Generic,State resources support hospitals and quarantines.,8,Centralisation overwhelms facilities.,-10
Classical,"Your civilisation enters the Classical Era—a time of philosophy, structured governance, expanding borders, and flourishing culture.",E9,PUBLIC HEALTH CHALLENGE - Disease spreads through dense urban centres.,Variable,O5,Allow local communities autonomy to handle the situation.,Generic,Local healers isolate outbreaks effectively.,7,Cover-ups trigger massive resurgence.,-6
Classical,"Your civilisation enters the Classical Era—a time of philosophy, structured governance, expanding borders, and flourishing culture.",E10,WORKER UNREST - Labourers protest conditions or political demands.,Variable,O1,Invest in widespread infrastructure improvements.,Generic,Infrastructure upgrades ease labour strain.,10,Faulty upgrades worsen conditions.,-8
Classical,"Your civilisation enters the Classical Era—a time of philosophy, structured governance, expanding borders, and flourishing culture.",E10,WORKER UNREST - Labourers protest conditions or political demands.,Variable,O2,Open dialogue with affected groups to address concerns.,Generic,Senate hearings address worker grievances.,9,Workers feel ignored and unrest grows.,-7
Classical,"Your civilisation enters the Classical Era—a time of philosophy, structured governance, expanding borders, and flourishing culture.",E10,WORKER UNREST - Labourers protest conditions or political demands.,Variable,O3,Deploy specialised teams to analyse and mitigate the issue.,Generic,Experts redesign workflows efficiently.,11,Misjudgment intensifies labour loads.,-9
Classical,"Your civilisation enters the Classical Era—a time of philosophy, structured governance, expanding borders, and flourishing culture.",E10,WORKER UNREST - Labourers protest conditions or political demands.,Variable,O4,Redirect national resources to aggressively solve the problem.,Generic,Redirected resources improve working conditions.,8,Other sectors collapse under neglect.,-10
Classical,"Your civilisation enters the Classical Era—a time of philosophy, structured governance, expanding borders, and flourishing culture.",E10,WORKER UNREST - Labourers protest conditions or political demands.,Variable,O5,Allow local communities autonomy to handle the situation.,Generic,Local guilds manage their own labour cycles.,7,Uneven reforms spark inter-guild hostility.,-6
Medieval,"Your civilisation enters the Medieval Era—defined by feudal hierarchies, emerging kingdoms, religious influence, fortified settlements, and growing trade routes.",E1,"RESOURCE SHORTAGE - Essential grains, timber, iron, or livestock decline, threatening stability.",Variable,O1,Invest in widespread infrastructure improvements.,Generic,"New granaries, reinforced barns, and irrigation channels stabilise dwindling supplies.",10,Shoddy construction spoils food and weakens resource reserves.,-8
Medieval,"Your civilisation enters the Medieval Era—defined by feudal hierarchies, emerging kingdoms, religious influence, fortified settlements, and growing trade routes.",E1,"RESOURCE SHORTAGE - Essential grains, timber, iron, or livestock decline, threatening stability.",Variable,O2,Open dialogue with affected groups to address concerns.,Generic,"Lords, clergy, and peasants negotiate fair rationing.",9,Talks collapse into accusations of hoarding and mismanagement.,-7
Medieval,"Your civilisation enters the Medieval Era—defined by feudal hierarchies, emerging kingdoms, religious influence, fortified settlements, and growing trade routes.",E1,"RESOURCE SHORTAGE - Essential grains, timber, iron, or livestock decline, threatening stability.",Variable,O3,Deploy specialised teams to analyse and mitigate the issue.,Generic,Surveyors and herbalists locate new farmland and grazing routes.,11,"Teams misjudge soil and weather, returning with nothing useful.",-9
Medieval,"Your civilisation enters the Medieval Era—defined by feudal hierarchies, emerging kingdoms, religious influence, fortified settlements, and growing trade routes.",E1,"RESOURCE SHORTAGE - Essential grains, timber, iron, or livestock decline, threatening stability.",Variable,O4,Redirect national resources to aggressively solve the problem.,Generic,Emergency levies secure grain imports and timber supplies.,8,Excessive taxation sparks anger and resource shortages worsen.,-10
Medieval,"Your civilisation enters the Medieval Era—defined by feudal hierarchies, emerging kingdoms, religious influence, fortified settlements, and growing trade routes.",E1,"RESOURCE SHORTAGE - Essential grains, timber, iron, or livestock decline, threatening stability.",Variable,O5,Allow local communities autonomy to handle the situation.,Generic,"Villages innovate patchwork solutions, improving self-reliance.",7,Fragmented responses deepen inequality among fiefdoms.,-6
Medieval,"Your civilisation enters the Medieval Era—defined by feudal hierarchies, emerging kingdoms, religious influence, fortified settlements, and growing trade routes.",E2,CULTURAL SCHISM - Religious or ideological divisions fracture unity.,Variable,O1,Invest in widespread infrastructure improvements.,Generic,Shared cathedrals and guild halls bring factions together.,10,Construction becomes a battleground of symbolism and rivalry.,-8
Medieval,"Your civilisation enters the Medieval Era—defined by feudal hierarchies, emerging kingdoms, religious influence, fortified settlements, and growing trade routes.",E2,CULTURAL SCHISM - Religious or ideological divisions fracture unity.,Variable,O2,Open dialogue with affected groups to address concerns.,Generic,Clergy and nobles hold councils that cool rising tensions.,9,"Debates turn hostile, igniting further schisms.",-7
Medieval,"Your civilisation enters the Medieval Era—defined by feudal hierarchies, emerging kingdoms, religious influence, fortified settlements, and growing trade routes.",E2,CULTURAL SCHISM - Religious or ideological divisions fracture unity.,Variable,O3,Deploy specialised teams to analyse and mitigate the issue.,Generic,Scholars and monks codify a unifying doctrine.,11,The doctrine is rejected as heresy by key factions.,-9
Medieval,"Your civilisation enters the Medieval Era—defined by feudal hierarchies, emerging kingdoms, religious influence, fortified settlements, and growing trade routes.",E2,CULTURAL SCHISM - Religious or ideological divisions fracture unity.,Variable,O4,Redirect national resources to aggressively solve the problem.,Generic,Royal decrees suppress unrest swiftly.,8,Crackdowns breed secrecy and rebellion.,-10
Medieval,"Your civilisation enters the Medieval Era—defined by feudal hierarchies, emerging kingdoms, religious influence, fortified settlements, and growing trade routes.",E2,CULTURAL SCHISM - Religious or ideological divisions fracture unity.,Variable,O5,Allow local communities autonomy to handle the situation.,Generic,"Local customs flourish peacefully, easing tensions.",7,Differences widen until regions drift toward independence.,-6
Medieval,"Your civilisation enters the Medieval Era—defined by feudal hierarchies, emerging kingdoms, religious influence, fortified settlements, and growing trade routes.",E3,"ECONOMIC BOOM - Trade caravans, fertile harvests, or guild prosperity surge wealth.",Variable,O1,Invest in widespread infrastructure improvements.,Generic,"Roads, mills, and marketplaces expand prosperity sustainably.",10,"Overbuilt or corrupt projects collapse, wasting wealth.",-8
Medieval,"Your civilisation enters the Medieval Era—defined by feudal hierarchies, emerging kingdoms, religious influence, fortified settlements, and growing trade routes.",E3,"ECONOMIC BOOM - Trade caravans, fertile harvests, or guild prosperity surge wealth.",Variable,O2,Open dialogue with affected groups to address concerns.,Generic,Merchant guilds negotiate fair profit-sharing.,9,"Guild rivalries erupt, demanding monopolies.",-7
Medieval,"Your civilisation enters the Medieval Era—defined by feudal hierarchies, emerging kingdoms, religious influence, fortified settlements, and growing trade routes.",E3,"ECONOMIC BOOM - Trade caravans, fertile harvests, or guild prosperity surge wealth.",Variable,O3,Deploy specialised teams to analyse and mitigate the issue.,Generic,Stewards optimise taxation and trade routes.,11,Miscalculations destabilise caravan networks.,-9
Medieval,"Your civilisation enters the Medieval Era—defined by feudal hierarchies, emerging kingdoms, religious influence, fortified settlements, and growing trade routes.",E3,"ECONOMIC BOOM - Trade caravans, fertile harvests, or guild prosperity surge wealth.",Variable,O4,Redirect national resources to aggressively solve the problem.,Generic,Royal investment triggers rapid growth.,8,Overspending devalues currency and inflates prices.,-10
Medieval,"Your civilisation enters the Medieval Era—defined by feudal hierarchies, emerging kingdoms, religious influence, fortified settlements, and growing trade routes.",E3,"ECONOMIC BOOM - Trade caravans, fertile harvests, or guild prosperity surge wealth.",Variable,O5,Allow local communities autonomy to handle the situation.,Generic,Towns independently innovate with local trade.,7,Uneven growth causes jealousy among territories.,-6
Medieval,"Your civilisation enters the Medieval Era—defined by feudal hierarchies, emerging kingdoms, religious influence, fortified settlements, and growing trade routes.",E4,"LEADERSHIP CRISIS - Nobles rebel, monarchs weaken, or councils divide.",Variable,O1,Invest in widespread infrastructure improvements.,Generic,Castle repairs and legal reforms restore public confidence.,10,Mismanaged reforms expose corruption and weakness.,-8
Medieval,"Your civilisation enters the Medieval Era—defined by feudal hierarchies, emerging kingdoms, religious influence, fortified settlements, and growing trade routes.",E4,"LEADERSHIP CRISIS - Nobles rebel, monarchs weaken, or councils divide.",Variable,O2,Open dialogue with affected groups to address concerns.,Generic,Peace talks among nobles calm tensions.,9,Talks break into open feuds and skirmishes.,-7
Medieval,"Your civilisation enters the Medieval Era—defined by feudal hierarchies, emerging kingdoms, religious influence, fortified settlements, and growing trade routes.",E4,"LEADERSHIP CRISIS - Nobles rebel, monarchs weaken, or councils divide.",Variable,O3,Deploy specialised teams to analyse and mitigate the issue.,Generic,Advisors implement measured reforms to stabilise rule.,11,Poor guidance worsens power struggles.,-9
Medieval,"Your civilisation enters the Medieval Era—defined by feudal hierarchies, emerging kingdoms, religious influence, fortified settlements, and growing trade routes.",E4,"LEADERSHIP CRISIS - Nobles rebel, monarchs weaken, or councils divide.",Variable,O4,Redirect national resources to aggressively solve the problem.,Generic,Reallocating resources strengthens loyalist forces.,8,Oppressed nobles revolt violently.,-10
Medieval,"Your civilisation enters the Medieval Era—defined by feudal hierarchies, emerging kingdoms, religious influence, fortified settlements, and growing trade routes.",E4,"LEADERSHIP CRISIS - Nobles rebel, monarchs weaken, or councils divide.",Variable,O5,Allow local communities autonomy to handle the situation.,Generic,"Local governance flourishes, producing strong regional leaders.",7,Decentralisation fractures kingdom-wide authority.,-6
Medieval,"Your civilisation enters the Medieval Era—defined by feudal hierarchies, emerging kingdoms, religious influence, fortified settlements, and growing trade routes.",E5,"TECHNOLOGICAL BREAKTHROUGH - Advances in mills, metalwork, or scholastic knowledge appear.",Variable,O1,Invest in widespread infrastructure improvements.,Generic,Improved mills and forges boost productivity.,10,Mechanical failures cause accidents and distrust.,-8
Medieval,"Your civilisation enters the Medieval Era—defined by feudal hierarchies, emerging kingdoms, religious influence, fortified settlements, and growing trade routes.",E5,"TECHNOLOGICAL BREAKTHROUGH - Advances in mills, metalwork, or scholastic knowledge appear.",Variable,O2,Open dialogue with affected groups to address concerns.,Generic,Scholars spread new knowledge through monasteries.,9,Disputes among scholars delay acceptance.,-7
Medieval,"Your civilisation enters the Medieval Era—defined by feudal hierarchies, emerging kingdoms, religious influence, fortified settlements, and growing trade routes.",E5,"TECHNOLOGICAL BREAKTHROUGH - Advances in mills, metalwork, or scholastic knowledge appear.",Variable,O3,Deploy specialised teams to analyse and mitigate the issue.,Generic,Experts refine techniques into consistent practices.,11,Failed demonstrations reduce credibility.,-9
Medieval,"Your civilisation enters the Medieval Era—defined by feudal hierarchies, emerging kingdoms, religious influence, fortified settlements, and growing trade routes.",E5,"TECHNOLOGICAL BREAKTHROUGH - Advances in mills, metalwork, or scholastic knowledge appear.",Variable,O4,Redirect national resources to aggressively solve the problem.,Generic,Royal backing accelerates innovation.,8,Neglected sectors suffer from diverted resources.,-10
Medieval,"Your civilisation enters the Medieval Era—defined by feudal hierarchies, emerging kingdoms, religious influence, fortified settlements, and growing trade routes.",E5,"TECHNOLOGICAL BREAKTHROUGH - Advances in mills, metalwork, or scholastic knowledge appear.",Variable,O5,Allow local communities autonomy to handle the situation.,Generic,Towns adapt the innovation in varied useful ways.,7,Regions without adoption feel disadvantaged.,-6
Medieval,"Your civilisation enters the Medieval Era—defined by feudal hierarchies, emerging kingdoms, religious influence, fortified settlements, and growing trade routes.",E6,"NATURAL DISASTER - Plagues of locusts, great storms, or harsh winters devastate regions.",Variable,O1,Invest in widespread infrastructure improvements.,Generic,Stone fortresses and drainage canals protect settlements.,10,Fortifications fail catastrophically under pressure.,-8
Medieval,"Your civilisation enters the Medieval Era—defined by feudal hierarchies, emerging kingdoms, religious influence, fortified settlements, and growing trade routes.",E6,"NATURAL DISASTER - Plagues of locusts, great storms, or harsh winters devastate regions.",Variable,O2,Open dialogue with affected groups to address concerns.,Generic,Councils coordinate evacuations and relief.,9,Delays in debate worsen casualties.,-7
Medieval,"Your civilisation enters the Medieval Era—defined by feudal hierarchies, emerging kingdoms, religious influence, fortified settlements, and growing trade routes.",E6,"NATURAL DISASTER - Plagues of locusts, great storms, or harsh winters devastate regions.",Variable,O3,Deploy specialised teams to analyse and mitigate the issue.,Generic,Scouts and engineers identify safe ground.,11,Incorrect predictions lead villagers into greater danger.,-9
Medieval,"Your civilisation enters the Medieval Era—defined by feudal hierarchies, emerging kingdoms, religious influence, fortified settlements, and growing trade routes.",E6,"NATURAL DISASTER - Plagues of locusts, great storms, or harsh winters devastate regions.",Variable,O4,Redirect national resources to aggressively solve the problem.,Generic,Rapid deployment of workers creates effective barriers.,8,"Supplies run dry mid-response, worsening damage.",-10
Medieval,"Your civilisation enters the Medieval Era—defined by feudal hierarchies, emerging kingdoms, religious influence, fortified settlements, and growing trade routes.",E6,"NATURAL DISASTER - Plagues of locusts, great storms, or harsh winters devastate regions.",Variable,O5,Allow local communities autonomy to handle the situation.,Generic,Local lords defend their lands resourcefully.,7,Disjointed efforts leave vulnerable regions devastated.,-6
Medieval,"Your civilisation enters the Medieval Era—defined by feudal hierarchies, emerging kingdoms, religious influence, fortified settlements, and growing trade routes.",E7,FOREIGN RELATIONS INCIDENT - Tensions rise with rival kingdoms or distant empires.,Variable,O1,Invest in widespread infrastructure improvements.,Generic,"Diplomatic roads, embassies, and defenses strengthen relations.",10,New constructions expose vulnerabilities.,-8
Medieval,"Your civilisation enters the Medieval Era—defined by feudal hierarchies, emerging kingdoms, religious influence, fortified settlements, and growing trade routes.",E7,FOREIGN RELATIONS INCIDENT - Tensions rise with rival kingdoms or distant empires.,Variable,O2,Open dialogue with affected groups to address concerns.,Generic,Envoys hold successful dialogue with rivals.,9,Envoy missteps insult powerful neighbours.,-7
Medieval,"Your civilisation enters the Medieval Era—defined by feudal hierarchies, emerging kingdoms, religious influence, fortified settlements, and growing trade routes.",E7,FOREIGN RELATIONS INCIDENT - Tensions rise with rival kingdoms or distant empires.,Variable,O3,Deploy specialised teams to analyse and mitigate the issue.,Generic,Spymasters and diplomats gauge rival intentions accurately.,11,False intelligence triggers escalation.,-9
Medieval,"Your civilisation enters the Medieval Era—defined by feudal hierarchies, emerging kingdoms, religious influence, fortified settlements, and growing trade routes.",E7,FOREIGN RELATIONS INCIDENT - Tensions rise with rival kingdoms or distant empires.,Variable,O4,Redirect national resources to aggressively solve the problem.,Generic,Resources funnelled into defenses deter invasion.,8,Rivals interpret preparation as provocation.,-10
Medieval,"Your civilisation enters the Medieval Era—defined by feudal hierarchies, emerging kingdoms, religious influence, fortified settlements, and growing trade routes.",E7,FOREIGN RELATIONS INCIDENT - Tensions rise with rival kingdoms or distant empires.,Variable,O5,Allow local communities autonomy to handle the situation.,Generic,"Local lords negotiate independently, easing tensions.",7,Inconsistent messages confuse foreign courts.,-6
Medieval,"Your civilisation enters the Medieval Era—defined by feudal hierarchies, emerging kingdoms, religious influence, fortified settlements, and growing trade routes.",E8,"POPULATION SURGE - Serfdom expands and towns overfill, straining resources.",Variable,O1,Invest in widespread infrastructure improvements.,Generic,"Expanded housing, sewers, and roads relieve crowding.",10,Crude expansion collapses under stress.,-8
Medieval,"Your civilisation enters the Medieval Era—defined by feudal hierarchies, emerging kingdoms, religious influence, fortified settlements, and growing trade routes.",E8,"POPULATION SURGE - Serfdom expands and towns overfill, straining resources.",Variable,O2,Open dialogue with affected groups to address concerns.,Generic,Town meetings coordinate fair resource use.,9,Arguments erupt into unrest.,-7
Medieval,"Your civilisation enters the Medieval Era—defined by feudal hierarchies, emerging kingdoms, religious influence, fortified settlements, and growing trade routes.",E8,"POPULATION SURGE - Serfdom expands and towns overfill, straining resources.",Variable,O3,Deploy specialised teams to analyse and mitigate the issue.,Generic,Engineers plan effective town expansions.,11,Design flaws worsen overcrowding.,-9
Medieval,"Your civilisation enters the Medieval Era—defined by feudal hierarchies, emerging kingdoms, religious influence, fortified settlements, and growing trade routes.",E8,"POPULATION SURGE - Serfdom expands and towns overfill, straining resources.",Variable,O4,Redirect national resources to aggressively solve the problem.,Generic,State-led construction eases pressure swiftly.,8,"Costs overrun, draining treasuries.",-10
Medieval,"Your civilisation enters the Medieval Era—defined by feudal hierarchies, emerging kingdoms, religious influence, fortified settlements, and growing trade routes.",E8,"POPULATION SURGE - Serfdom expands and towns overfill, straining resources.",Variable,O5,Allow local communities autonomy to handle the situation.,Generic,Villages self-manage growth effectively.,7,Rural-urban imbalances fuel tension.,-6
Medieval,"Your civilisation enters the Medieval Era—defined by feudal hierarchies, emerging kingdoms, religious influence, fortified settlements, and growing trade routes.",E9,PUBLIC HEALTH CHALLENGE - Illness spreads through villages or castle towns.,Variable,O1,Invest in widespread infrastructure improvements.,Generic,Improved sanitation reduces disease spread.,10,Sewer failures accelerate infections.,-8
Medieval,"Your civilisation enters the Medieval Era—defined by feudal hierarchies, emerging kingdoms, religious influence, fortified settlements, and growing trade routes.",E9,PUBLIC HEALTH CHALLENGE - Illness spreads through villages or castle towns.,Variable,O2,Open dialogue with affected groups to address concerns.,Generic,Healers unify treatment methods.,9,Healers compete and confuse patients.,-7
Medieval,"Your civilisation enters the Medieval Era—defined by feudal hierarchies, emerging kingdoms, religious influence, fortified settlements, and growing trade routes.",E9,PUBLIC HEALTH CHALLENGE - Illness spreads through villages or castle towns.,Variable,O3,Deploy specialised teams to analyse and mitigate the issue.,Generic,Scholars identify remedies in herb lore.,11,Misidentified herbs worsen illness.,-9
Medieval,"Your civilisation enters the Medieval Era—defined by feudal hierarchies, emerging kingdoms, religious influence, fortified settlements, and growing trade routes.",E9,PUBLIC HEALTH CHALLENGE - Illness spreads through villages or castle towns.,Variable,O4,Redirect national resources to aggressively solve the problem.,Generic,Emergency infirmaries slow the spread.,8,Centralisation overwhelms facilities.,-10
Medieval,"Your civilisation enters the Medieval Era—defined by feudal hierarchies, emerging kingdoms, religious influence, fortified settlements, and growing trade routes.",E9,PUBLIC HEALTH CHALLENGE - Illness spreads through villages or castle towns.,Variable,O5,Allow local communities autonomy to handle the situation.,Generic,Local healers contain outbreaks regionally.,7,Hidden outbreaks trigger resurgence.,-6
Medieval,"Your civilisation enters the Medieval Era—defined by feudal hierarchies, emerging kingdoms, religious influence, fortified settlements, and growing trade routes.",E10,WORKER UNREST - Peasants or guild workers revolt over labour conditions.,Variable,O1,Invest in widespread infrastructure improvements.,Generic,Infrastructure upgrades ease peasant burdens.,10,Faulty improvements increase labour strain.,-8
Medieval,"Your civilisation enters the Medieval Era—defined by feudal hierarchies, emerging kingdoms, religious influence, fortified settlements, and growing trade routes.",E10,WORKER UNREST - Peasants or guild workers revolt over labour conditions.,Variable,O2,Open dialogue with affected groups to address concerns.,Generic,Dialogue resolves grievances peacefully.,9,Serfs feel unheard and unrest worsens.,-7
Medieval,"Your civilisation enters the Medieval Era—defined by feudal hierarchies, emerging kingdoms, religious influence, fortified settlements, and growing trade routes.",E10,WORKER UNREST - Peasants or guild workers revolt over labour conditions.,Variable,O3,Deploy specialised teams to analyse and mitigate the issue.,Generic,Experts redesign work cycles.,11,Mistakes intensify workloads.,-9
Medieval,"Your civilisation enters the Medieval Era—defined by feudal hierarchies, emerging kingdoms, religious influence, fortified settlements, and growing trade routes.",E10,WORKER UNREST - Peasants or guild workers revolt over labour conditions.,Variable,O4,Redirect national resources to aggressively solve the problem.,Generic,Resource shifts improve living conditions.,8,Other duties collapse under neglect.,-10
Medieval,"Your civilisation enters the Medieval Era—defined by feudal hierarchies, emerging kingdoms, religious influence, fortified settlements, and growing trade routes.",E10,WORKER UNREST - Peasants or guild workers revolt over labour conditions.,Variable,O5,Allow local communities autonomy to handle the situation.,Generic,Villages restructure labour autonomously.,7,Uneven policies spark inter-village disputes.,-6
Modern,"Your civilisation enters the Modern Era—an age of industrialisation, mass communication, global trade, rapid technological progress, and rising geopolitical tensions.",E1,"RESOURCE SHORTAGE - Fuel, minerals, food supplies, or industrial materials fall into dangerous scarcity.",Variable,O1,Invest in widespread infrastructure improvements.,Generic,"Upgraded power grids, efficient logistics, and better storage stabilise supplies.",10,"Infrastructure collapses under demand, deepening the crisis.",-8
Modern,"Your civilisation enters the Modern Era—an age of industrialisation, mass communication, global trade, rapid technological progress, and rising geopolitical tensions.",E1,"RESOURCE SHORTAGE - Fuel, minerals, food supplies, or industrial materials fall into dangerous scarcity.",Variable,O2,Open dialogue with affected groups to address concerns.,Generic,"Forums between corporations, unions, and government ease tension.",9,"Talks break down, each group accusing the others of sabotage.",-7
Modern,"Your civilisation enters the Modern Era—an age of industrialisation, mass communication, global trade, rapid technological progress, and rising geopolitical tensions.",E1,"RESOURCE SHORTAGE - Fuel, minerals, food supplies, or industrial materials fall into dangerous scarcity.",Variable,O3,Deploy specialised teams to analyse and mitigate the issue.,Generic,"Experts locate alternative materials, new import routes, or synthetic substitutes.",11,"Teams misjudge feasibility, wasting time and resources.",-9
Modern,"Your civilisation enters the Modern Era—an age of industrialisation, mass communication, global trade, rapid technological progress, and rising geopolitical tensions.",E1,"RESOURCE SHORTAGE - Fuel, minerals, food supplies, or industrial materials fall into dangerous scarcity.",Variable,O4,Redirect national resources to aggressively solve the problem.,Generic,Emergency funding secures vital imports and accelerates production.,8,"Other sectors starve of resources, worsening the shortage.",-10
Modern,"Your civilisation enters the Modern Era—an age of industrialisation, mass communication, global trade, rapid technological progress, and rising geopolitical tensions.",E1,"RESOURCE SHORTAGE - Fuel, minerals, food supplies, or industrial materials fall into dangerous scarcity.",Variable,O5,Allow local communities autonomy to handle the situation.,Generic,Local industries innovate small-scale solutions.,7,Uneven results cause regional inequality and resentment.,-6
Modern,"Your civilisation enters the Modern Era—an age of industrialisation, mass communication, global trade, rapid technological progress, and rising geopolitical tensions.",E2,"CULTURAL SCHISM - Ideological, political, or social divisions fracture national unity.",Variable,O1,Invest in widespread infrastructure improvements.,Generic,Public institutions and shared civic spaces rekindle unity.,10,Projects become battlegrounds for ideological vandalism.,-8
Modern,"Your civilisation enters the Modern Era—an age of industrialisation, mass communication, global trade, rapid technological progress, and rising geopolitical tensions.",E2,"CULTURAL SCHISM - Ideological, political, or social divisions fracture national unity.",Variable,O2,Open dialogue with affected groups to address concerns.,Generic,"Public debates, assemblies, and mediation calm tensions.",9,Discussions devolve into protests and street clashes.,-7
Modern,"Your civilisation enters the Modern Era—an age of industrialisation, mass communication, global trade, rapid technological progress, and rising geopolitical tensions.",E2,"CULTURAL SCHISM - Ideological, political, or social divisions fracture national unity.",Variable,O3,Deploy specialised teams to analyse and mitigate the issue.,Generic,Sociologists and analysts propose stabilising reforms.,11,Misguided recommendations inflame divisions.,-9
Modern,"Your civilisation enters the Modern Era—an age of industrialisation, mass communication, global trade, rapid technological progress, and rising geopolitical tensions.",E2,"CULTURAL SCHISM - Ideological, political, or social divisions fracture national unity.",Variable,O4,Redirect national resources to aggressively solve the problem.,Generic,Firm government action temporarily suppresses unrest.,8,Crackdowns energise extremist groups.,-10
Modern,"Your civilisation enters the Modern Era—an age of industrialisation, mass communication, global trade, rapid technological progress, and rising geopolitical tensions.",E2,"CULTURAL SCHISM - Ideological, political, or social divisions fracture national unity.",Variable,O5,Allow local communities autonomy to handle the situation.,Generic,"Local communities express identity freely, easing friction.",7,"Regions drift ideologically apart, threatening secession.",-6
Modern,"Your civilisation enters the Modern Era—an age of industrialisation, mass communication, global trade, rapid technological progress, and rising geopolitical tensions.",E3,"ECONOMIC BOOM - Industrial output, global trade, or tech investment surges.",Variable,O1,Invest in widespread infrastructure improvements.,Generic,"Roads, ports, and digital networks sustain long-term growth.",10,Corruption and mismanagement waste the economic surge.,-8
Modern,"Your civilisation enters the Modern Era—an age of industrialisation, mass communication, global trade, rapid technological progress, and rising geopolitical tensions.",E3,"ECONOMIC BOOM - Industrial output, global trade, or tech investment surges.",Variable,O2,Open dialogue with affected groups to address concerns.,Generic,Businesses negotiate fair regulations and profit distribution.,9,"Corporate rivalries erupt, creating market instability.",-7
Modern,"Your civilisation enters the Modern Era—an age of industrialisation, mass communication, global trade, rapid technological progress, and rising geopolitical tensions.",E3,"ECONOMIC BOOM - Industrial output, global trade, or tech investment surges.",Variable,O3,Deploy specialised teams to analyse and mitigate the issue.,Generic,Economists optimise taxation and global trade lanes.,11,Misjudged policies spark inflation or trade collapse.,-9
Modern,"Your civilisation enters the Modern Era—an age of industrialisation, mass communication, global trade, rapid technological progress, and rising geopolitical tensions.",E3,"ECONOMIC BOOM - Industrial output, global trade, or tech investment surges.",Variable,O4,Redirect national resources to aggressively solve the problem.,Generic,Government investment accelerates prosperity.,8,Overspending overheats the economy and destabilises markets.,-10
Modern,"Your civilisation enters the Modern Era—an age of industrialisation, mass communication, global trade, rapid technological progress, and rising geopolitical tensions.",E3,"ECONOMIC BOOM - Industrial output, global trade, or tech investment surges.",Variable,O5,Allow local communities autonomy to handle the situation.,Generic,Local entrepreneurship flourishes with diverse innovation.,7,Economic imbalances widen across regions.,-6
